Interest,Skill_Level,Work_Style,Education,Personality,Problem_Solving,Tech,Communication,Leadership,Creativity,Career
Art,Advanced,Team,Masters,Leader,Analytical,None,Average,Strong,Medium,Doctor
Science,None,Solo,Diploma,Thinker,Creative,High,Fluent,None,High,Marketing Manager
Technology,Expert,Team,Diploma,Extrovert,Practical,Medium,Poor,Collaborative,Very High,Software Engineer
Art,Advanced,Flexible,Diploma,Introvert,Logical,Low,Outstanding,Collaborative,High,Data Scientist
Medicine,None,Flexible,Diploma,Doer,Intuitive,Very High,Fluent,Moderate,Low,Doctor
Business,None,Office,High School,Thinker,Practical,Very High,Excellent,Moderate,Low,Marketing Manager
Art,Expert,Flexible,High School,Thinker,Intuitive,None,Average,Moderate,Medium,Data Scientist
Art,Advanced,Remote,Diploma,Introvert,Logical,Medium,Poor,Collaborative,Medium,Software Engineer
Art,Expert,Solo,PhD,Introvert,Practical,High,Poor,Collaborative,Low,Data Scientist
Medicine,Advanced,Solo,Diploma,Extrovert,Practical,Very High,Excellent,Strong,Very High,Marketing Manager
Science,Expert,Solo,Masters,Doer,Intuitive,Very High,Excellent,Moderate,Low,Software Engineer
Technology,Advanced,Solo,Bachelors,Thinker,Analytical,Very High,Excellent,Moderate,Very High,Graphic Designer
Business,Beginner,Team,Diploma,Introvert,Intuitive,Medium,Outstanding,None,Low,Marketing Manager
Science,Advanced,Office,Masters,Introvert,Analytical,High,Average,Visionary,Medium,Marketing Manager
Business,Expert,Solo,High School,Extrovert,Intuitive,High,Poor,Visionary,Low,Data Scientist
Science,Advanced,Solo,Masters,Introvert,Creative,Low,Outstanding,Visionary,Exceptional,Marketing Manager
Medicine,Beginner,Solo,PhD,Doer,Creative,High,Excellent,Moderate,Medium,Data Scientist
Technology,Advanced,Team,Masters,Doer,Logical,Medium,Poor,None,Low,Graphic Designer
Medicine,Beginner,Flexible,High School,Introvert,Creative,None,Outstanding,Collaborative,Medium,Doctor
Technology,Intermediate,Office,Diploma,Leader,Logical,High,Outstanding,Collaborative,High,Graphic Designer
Technology,Intermediate,Solo,High School,Leader,Intuitive,Very High,Outstanding,Visionary,Very High,Marketing Manager
Business,Advanced,Solo,PhD,Thinker,Creative,Medium,Fluent,Visionary,Medium,Doctor
Technology,Expert,Solo,PhD,Thinker,Intuitive,Medium,Excellent,Strong,Exceptional,Software Engineer
Art,Intermediate,Solo,Masters,Thinker,Logical,Low,Excellent,None,Very High,Data Scientist
Medicine,Beginner,Solo,Diploma,Extrovert,Practical,Very High,Excellent,Strong,Exceptional,Data Scientist
Business,None,Team,Diploma,Introvert,Intuitive,None,Excellent,Moderate,Very High,Software Engineer
Science,Beginner,Team,Diploma,Doer,Analytical,High,Outstanding,Strong,Medium,Graphic Designer
Art,Intermediate,Remote,High School,Introvert,Practical,High,Average,None,Exceptional,Data Scientist
Business,Beginner,Office,High School,Doer,Intuitive,Medium,Poor,Strong,High,Graphic Designer
Business,Intermediate,Office,Diploma,Doer,Creative,High,Poor,None,High,Software Engineer
Medicine,Advanced,Solo,PhD,Thinker,Creative,Very High,Poor,Moderate,Exceptional,Marketing Manager
Medicine,Intermediate,Team,Diploma,Introvert,Logical,Low,Average,Visionary,Very High,Software Engineer
Medicine,Advanced,Office,PhD,Extrovert,Creative,Medium,Fluent,None,Low,Marketing Manager
Business,None,Solo,Masters,Thinker,Practical,Medium,Excellent,Moderate,Very High,Software Engineer
Medicine,Intermediate,Flexible,PhD,Leader,Logical,None,Excellent,Moderate,Medium,Data Scientist
Art,None,Flexible,Diploma,Doer,Logical,None,Outstanding,None,Low,Software Engineer
Medicine,Advanced,Solo,Bachelors,Introvert,Creative,Medium,Excellent,Strong,Very High,Graphic Designer
Medicine,Expert,Flexible,PhD,Doer,Practical,High,Outstanding,Strong,Very High,Doctor
Science,Beginner,Solo,Masters,Thinker,Analytical,Low,Average,Moderate,High,Marketing Manager
Business,None,Office,PhD,Thinker,Practical,Very High,Excellent,Moderate,Medium,Doctor
Business,None,Solo,Diploma,Thinker,Analytical,Medium,Average,Collaborative,Very High,Marketing Manager
Science,Advanced,Remote,High School,Thinker,Analytical,Very High,Fluent,Moderate,Exceptional,Graphic Designer
Science,Advanced,Solo,Masters,Doer,Practical,Medium,Average,Strong,Very High,Doctor
Medicine,None,Flexible,High School,Introvert,Logical,Low,Fluent,Moderate,Very High,Marketing Manager
Business,None,Office,Masters,Extrovert,Intuitive,Very High,Fluent,Collaborative,Medium,Doctor
Art,None,Office,Bachelors,Doer,Intuitive,High,Poor,Strong,High,Marketing Manager
Technology,Expert,Remote,Bachelors,Doer,Intuitive,None,Outstanding,Collaborative,Medium,Graphic Designer
Art,Advanced,Team,Bachelors,Thinker,Practical,None,Excellent,Moderate,Low,Graphic Designer
Art,Advanced,Team,Diploma,Extrovert,Creative,Low,Fluent,Collaborative,Exceptional,Marketing Manager
Art,Expert,Team,High School,Extrovert,Practical,None,Outstanding,Moderate,Medium,Marketing Manager
Business,Advanced,Remote,PhD,Leader,Logical,Medium,Fluent,Strong,High,Software Engineer
Science,None,Flexible,Diploma,Thinker,Logical,Medium,Average,None,High,Marketing Manager
Art,Expert,Remote,Diploma,Extrovert,Intuitive,Low,Outstanding,None,Exceptional,Software Engineer
Business,None,Flexible,PhD,Thinker,Creative,Low,Average,Collaborative,High,Software Engineer
Science,None,Remote,High School,Introvert,Intuitive,High,Excellent,Moderate,Medium,Graphic Designer
Science,Beginner,Remote,High School,Introvert,Practical,Medium,Poor,Collaborative,Low,Graphic Designer
Medicine,Beginner,Flexible,High School,Thinker,Analytical,Medium,Poor,Moderate,Exceptional,Data Scientist
Science,Beginner,Remote,Diploma,Thinker,Practical,None,Average,Moderate,Low,Marketing Manager
Art,Beginner,Flexible,High School,Thinker,Logical,High,Poor,Collaborative,Very High,Marketing Manager
Business,Intermediate,Remote,Masters,Thinker,Creative,Very High,Excellent,Visionary,Exceptional,Doctor
Science,Beginner,Office,High School,Leader,Logical,None,Average,Strong,Medium,Marketing Manager
Art,Intermediate,Team,Bachelors,Introvert,Practical,Low,Outstanding,Collaborative,Medium,Graphic Designer
Medicine,Expert,Remote,Diploma,Introvert,Practical,None,Excellent,Strong,High,Software Engineer
Business,None,Solo,PhD,Extrovert,Logical,None,Outstanding,None,Medium,Graphic Designer
Art,Intermediate,Office,PhD,Thinker,Intuitive,High,Outstanding,None,Very High,Graphic Designer
Technology,Intermediate,Solo,PhD,Leader,Logical,High,Fluent,Strong,Exceptional,Software Engineer
Technology,None,Office,PhD,Doer,Practical,None,Average,Visionary,High,Marketing Manager
Technology,Advanced,Team,Bachelors,Introvert,Practical,High,Average,Strong,Medium,Doctor
Medicine,Expert,Flexible,PhD,Doer,Analytical,Very High,Outstanding,Visionary,Medium,Marketing Manager
Technology,Advanced,Flexible,Bachelors,Thinker,Intuitive,None,Outstanding,Collaborative,Very High,Marketing Manager
Science,None,Solo,High School,Extrovert,Practical,Low,Poor,Strong,High,Software Engineer
Technology,Intermediate,Flexible,Diploma,Leader,Logical,Low,Excellent,Visionary,Very High,Software Engineer
Business,Advanced,Flexible,High School,Doer,Logical,Medium,Poor,Strong,Very High,Data Scientist
Business,Intermediate,Team,High School,Doer,Logical,None,Fluent,Visionary,Medium,Software Engineer
Medicine,Beginner,Remote,Bachelors,Doer,Logical,None,Average,Moderate,Exceptional,Graphic Designer
Art,Intermediate,Team,Bachelors,Leader,Intuitive,Medium,Poor,Strong,High,Graphic Designer
Science,None,Office,PhD,Extrovert,Analytical,None,Poor,None,Very High,Marketing Manager
Business,Intermediate,Flexible,Diploma,Thinker,Creative,Medium,Poor,Collaborative,High,Software Engineer
Medicine,Intermediate,Team,Bachelors,Thinker,Logical,Medium,Fluent,None,Medium,Software Engineer
Science,None,Office,Masters,Thinker,Logical,Low,Excellent,Strong,Medium,Doctor
Business,Expert,Solo,High School,Extrovert,Intuitive,Low,Poor,Visionary,Very High,Doctor
Business,Advanced,Flexible,PhD,Thinker,Logical,High,Fluent,Moderate,Exceptional,Software Engineer
Technology,Advanced,Flexible,PhD,Doer,Practical,High,Average,None,Medium,Software Engineer
Business,Intermediate,Flexible,PhD,Leader,Logical,Very High,Poor,Moderate,Exceptional,Data Scientist
Art,Expert,Office,PhD,Doer,Intuitive,Very High,Average,Moderate,High,Data Scientist
Medicine,Intermediate,Team,Masters,Doer,Analytical,None,Average,Moderate,Medium,Data Scientist
Science,Expert,Team,Masters,Leader,Practical,None,Excellent,None,Low,Data Scientist
Technology,None,Solo,PhD,Thinker,Practical,Very High,Average,Moderate,Medium,Doctor
Medicine,Intermediate,Solo,High School,Leader,Logical,None,Outstanding,Visionary,Low,Software Engineer
Technology,None,Flexible,Masters,Doer,Intuitive,None,Average,Collaborative,Low,Graphic Designer
Business,Intermediate,Remote,PhD,Introvert,Intuitive,None,Average,Moderate,Very High,Marketing Manager
Business,Intermediate,Flexible,Diploma,Extrovert,Logical,Low,Average,Visionary,Exceptional,Marketing Manager
Medicine,Advanced,Solo,Bachelors,Thinker,Analytical,Low,Average,None,High,Software Engineer
Art,None,Remote,Diploma,Thinker,Practical,High,Poor,None,Medium,Data Scientist
Science,Beginner,Solo,Masters,Leader,Practical,High,Excellent,None,High,Doctor
Technology,Beginner,Team,Masters,Thinker,Logical,None,Poor,Strong,High,Software Engineer
Technology,Beginner,Team,Bachelors,Thinker,Creative,High,Outstanding,Strong,Medium,Marketing Manager
Medicine,Intermediate,Office,Masters,Thinker,Intuitive,Low,Outstanding,Collaborative,Medium,Graphic Designer
Art,Intermediate,Team,Bachelors,Leader,Analytical,Low,Excellent,Collaborative,Low,Graphic Designer
Science,None,Flexible,Bachelors,Thinker,Practical,Very High,Fluent,Collaborative,High,Software Engineer
Business,Advanced,Team,Bachelors,Thinker,Logical,Very High,Average,None,Exceptional,Software Engineer
Science,None,Office,Diploma,Extrovert,Intuitive,Very High,Poor,Collaborative,Exceptional,Software Engineer
Science,Beginner,Team,Masters,Leader,Intuitive,None,Fluent,Moderate,Low,Data Scientist
Business,None,Office,Bachelors,Leader,Intuitive,Low,Poor,Visionary,Very High,Graphic Designer
Medicine,Intermediate,Remote,PhD,Leader,Intuitive,High,Excellent,Visionary,Exceptional,Data Scientist
Art,Expert,Solo,Bachelors,Leader,Intuitive,High,Average,Moderate,Low,Graphic Designer
Art,None,Flexible,High School,Thinker,Practical,None,Poor,Moderate,Very High,Marketing Manager
Business,None,Remote,Masters,Leader,Intuitive,High,Average,Moderate,Exceptional,Graphic Designer
Art,Advanced,Office,High School,Leader,Creative,Medium,Fluent,Strong,High,Graphic Designer
Medicine,Expert,Office,Bachelors,Doer,Logical,Medium,Excellent,Strong,Medium,Graphic Designer
Business,Advanced,Remote,Masters,Thinker,Analytical,Medium,Excellent,Moderate,Exceptional,Software Engineer
Medicine,Expert,Solo,High School,Introvert,Practical,High,Outstanding,Visionary,Exceptional,Graphic Designer
Medicine,Advanced,Solo,Bachelors,Doer,Logical,High,Poor,Moderate,Very High,Marketing Manager
Science,Expert,Office,High School,Introvert,Creative,Very High,Fluent,Strong,High,Doctor
Medicine,Intermediate,Solo,PhD,Introvert,Logical,High,Excellent,Moderate,Very High,Marketing Manager
Art,Expert,Office,Bachelors,Introvert,Creative,Low,Average,None,Low,Graphic Designer
Art,None,Office,High School,Doer,Intuitive,High,Poor,Collaborative,Medium,Data Scientist
Technology,Beginner,Remote,Masters,Leader,Logical,Medium,Fluent,None,Medium,Data Scientist
Art,Advanced,Flexible,Bachelors,Doer,Practical,Medium,Fluent,Collaborative,Very High,Data Scientist
Technology,None,Flexible,High School,Thinker,Creative,Medium,Fluent,Strong,High,Software Engineer
Business,None,Flexible,High School,Extrovert,Creative,Very High,Fluent,Strong,High,Marketing Manager
Art,Expert,Office,PhD,Thinker,Logical,Low,Excellent,None,Very High,Marketing Manager
Science,Expert,Office,Masters,Thinker,Logical,None,Average,Visionary,Very High,Marketing Manager
Business,Advanced,Office,Masters,Thinker,Practical,Medium,Excellent,Strong,Very High,Doctor
Medicine,None,Solo,PhD,Introvert,Logical,Very High,Outstanding,Moderate,High,Software Engineer
Technology,None,Flexible,Diploma,Thinker,Logical,Medium,Fluent,Collaborative,Low,Doctor
Technology,Intermediate,Team,Bachelors,Extrovert,Logical,None,Average,Moderate,Medium,Marketing Manager
Art,Intermediate,Solo,High School,Introvert,Creative,High,Outstanding,None,Low,Data Scientist
Art,Expert,Flexible,Diploma,Extrovert,Creative,Very High,Excellent,Visionary,Very High,Software Engineer
Medicine,Beginner,Office,PhD,Thinker,Analytical,High,Fluent,Moderate,Medium,Data Scientist
Business,None,Flexible,Bachelors,Extrovert,Creative,Very High,Fluent,Collaborative,High,Marketing Manager
Business,Intermediate,Solo,PhD,Doer,Practical,Medium,Fluent,Moderate,Exceptional,Software Engineer
Technology,Beginner,Remote,PhD,Leader,Practical,High,Excellent,Moderate,Medium,Graphic Designer
Business,None,Flexible,Bachelors,Extrovert,Intuitive,Low,Fluent,Collaborative,High,Doctor
Science,None,Team,Masters,Extrovert,Logical,Low,Fluent,Moderate,Medium,Doctor
Science,None,Remote,Diploma,Thinker,Intuitive,Medium,Outstanding,Moderate,Very High,Graphic Designer
Science,Intermediate,Solo,Diploma,Introvert,Creative,Low,Outstanding,Moderate,Exceptional,Marketing Manager
Medicine,None,Team,Masters,Extrovert,Logical,None,Average,None,Medium,Doctor
Business,Intermediate,Remote,Bachelors,Extrovert,Analytical,Low,Fluent,Moderate,Medium,Software Engineer
Medicine,None,Team,Diploma,Leader,Logical,Very High,Average,Visionary,Medium,Software Engineer
Technology,Advanced,Remote,Masters,Introvert,Practical,Very High,Poor,Collaborative,Low,Software Engineer
Science,Expert,Solo,Diploma,Doer,Logical,High,Poor,Moderate,High,Graphic Designer
Science,Advanced,Solo,Masters,Doer,Practical,Low,Fluent,Moderate,Exceptional,Graphic Designer
Business,Beginner,Office,Bachelors,Leader,Analytical,None,Excellent,Visionary,Medium,Software Engineer
Medicine,Advanced,Solo,Diploma,Extrovert,Practical,High,Outstanding,Moderate,High,Software Engineer
Business,None,Team,Bachelors,Doer,Logical,Low,Fluent,Collaborative,High,Doctor
Technology,Intermediate,Office,Bachelors,Extrovert,Logical,High,Excellent,Collaborative,Medium,Marketing Manager
Science,Intermediate,Remote,High School,Extrovert,Logical,Low,Average,Strong,High,Doctor
Medicine,Expert,Remote,Masters,Extrovert,Creative,High,Excellent,Visionary,Exceptional,Software Engineer
Medicine,Expert,Office,PhD,Extrovert,Intuitive,None,Excellent,None,High,Data Scientist
Medicine,None,Team,Bachelors,Introvert,Creative,Low,Excellent,Moderate,Medium,Marketing Manager
Art,Advanced,Remote,High School,Doer,Analytical,Low,Excellent,Collaborative,Very High,Software Engineer
Art,Beginner,Remote,High School,Doer,Logical,Low,Outstanding,None,Low,Graphic Designer
Science,Intermediate,Remote,Diploma,Introvert,Practical,Very High,Outstanding,Visionary,High,Doctor
Science,Advanced,Team,Masters,Extrovert,Logical,Very High,Average,None,High,Data Scientist
Science,Advanced,Flexible,Diploma,Doer,Intuitive,High,Average,Visionary,Very High,Doctor
Business,Intermediate,Solo,PhD,Doer,Intuitive,None,Fluent,Visionary,High,Marketing Manager
Business,Beginner,Team,Bachelors,Doer,Practical,Very High,Excellent,Moderate,High,Graphic Designer
Medicine,Expert,Flexible,High School,Extrovert,Logical,High,Outstanding,Moderate,Low,Software Engineer
Technology,Intermediate,Flexible,Diploma,Introvert,Logical,None,Fluent,Visionary,Exceptional,Marketing Manager
Art,Beginner,Solo,Masters,Extrovert,Creative,None,Outstanding,Collaborative,Very High,Doctor
Science,None,Remote,Diploma,Introvert,Logical,Very High,Average,Visionary,Low,Software Engineer
Business,Expert,Office,PhD,Doer,Logical,None,Outstanding,Visionary,Low,Doctor
Science,Beginner,Remote,Diploma,Thinker,Practical,None,Outstanding,Visionary,Medium,Marketing Manager
Medicine,None,Team,Bachelors,Introvert,Analytical,Very High,Average,Strong,Medium,Software Engineer
Art,Beginner,Solo,Diploma,Extrovert,Creative,High,Poor,Visionary,Very High,Doctor
Art,Advanced,Remote,Masters,Extrovert,Intuitive,Medium,Average,Moderate,Exceptional,Doctor
Technology,Beginner,Solo,High School,Introvert,Intuitive,Low,Outstanding,Visionary,High,Doctor
Science,None,Solo,High School,Introvert,Logical,Low,Outstanding,None,Low,Software Engineer
Art,Beginner,Team,Masters,Leader,Logical,Low,Fluent,Strong,High,Data Scientist
Art,Beginner,Office,High School,Leader,Practical,High,Outstanding,Collaborative,Low,Marketing Manager
Business,Expert,Office,High School,Leader,Practical,Very High,Outstanding,Moderate,Medium,Marketing Manager
Art,Expert,Solo,Diploma,Introvert,Analytical,Low,Outstanding,Strong,Low,Graphic Designer
Art,Beginner,Remote,Diploma,Doer,Logical,Low,Outstanding,Visionary,Medium,Graphic Designer
Science,Expert,Flexible,Diploma,Introvert,Creative,Very High,Outstanding,Visionary,Exceptional,Data Scientist
Medicine,Beginner,Solo,PhD,Extrovert,Practical,None,Outstanding,Moderate,High,Marketing Manager
Medicine,Advanced,Remote,Diploma,Leader,Practical,None,Outstanding,Visionary,Exceptional,Graphic Designer
Science,None,Solo,Masters,Extrovert,Practical,High,Outstanding,Moderate,Low,Marketing Manager
Medicine,Intermediate,Office,Diploma,Extrovert,Creative,Low,Poor,Strong,Low,Graphic Designer
Technology,Advanced,Remote,High School,Leader,Analytical,Very High,Excellent,Moderate,Medium,Software Engineer
Art,Expert,Team,Bachelors,Extrovert,Logical,High,Excellent,None,Exceptional,Marketing Manager
Medicine,Beginner,Solo,PhD,Extrovert,Creative,Low,Excellent,Moderate,High,Marketing Manager
Science,Expert,Office,High School,Thinker,Logical,Low,Excellent,Visionary,Very High,Graphic Designer
Business,None,Team,High School,Introvert,Intuitive,Medium,Excellent,None,Medium,Doctor
Business,Intermediate,Solo,Bachelors,Leader,Creative,Very High,Poor,Moderate,Exceptional,Marketing Manager
Art,Beginner,Solo,Diploma,Extrovert,Intuitive,Medium,Outstanding,None,Exceptional,Marketing Manager
Art,Advanced,Team,High School,Leader,Practical,None,Average,Collaborative,Medium,Software Engineer
Science,None,Office,High School,Thinker,Creative,Medium,Excellent,Strong,Medium,Graphic Designer
Art,Beginner,Flexible,Bachelors,Leader,Logical,None,Fluent,None,Exceptional,Graphic Designer
Science,Intermediate,Office,Bachelors,Leader,Practical,Low,Poor,None,Low,Data Scientist
Technology,Expert,Team,Masters,Leader,Practical,Medium,Excellent,Moderate,High,Doctor
Technology,None,Office,Diploma,Extrovert,Logical,Low,Average,Collaborative,High,Data Scientist
Art,Expert,Office,PhD,Extrovert,Practical,High,Fluent,Collaborative,Exceptional,Doctor
Science,Beginner,Team,Masters,Thinker,Logical,High,Fluent,Moderate,Very High,Marketing Manager
Technology,Intermediate,Office,Bachelors,Thinker,Creative,None,Fluent,None,Exceptional,Graphic Designer
Business,Advanced,Solo,Bachelors,Introvert,Practical,Low,Excellent,Visionary,Exceptional,Data Scientist
Technology,Expert,Solo,Masters,Introvert,Intuitive,Very High,Average,None,High,Graphic Designer
Art,Advanced,Solo,Diploma,Leader,Logical,Medium,Average,Visionary,Exceptional,Software Engineer
Science,Intermediate,Office,Diploma,Leader,Practical,High,Average,Moderate,Low,Marketing Manager
Medicine,Expert,Flexible,Diploma,Extrovert,Analytical,Very High,Outstanding,Moderate,Very High,Data Scientist
Business,Beginner,Solo,Masters,Leader,Creative,Very High,Fluent,Visionary,Exceptional,Graphic Designer
Technology,Intermediate,Remote,High School,Extrovert,Analytical,Medium,Average,None,High,Data Scientist
Science,None,Team,Masters,Leader,Analytical,None,Poor,Moderate,Exceptional,Data Scientist
Business,Advanced,Solo,High School,Doer,Logical,Medium,Outstanding,Moderate,High,Doctor
Business,Expert,Team,PhD,Introvert,Intuitive,High,Average,Visionary,Very High,Graphic Designer
Business,Advanced,Team,High School,Introvert,Logical,None,Excellent,Moderate,Low,Doctor
Science,None,Team,Masters,Doer,Intuitive,High,Outstanding,None,High,Graphic Designer
Medicine,Beginner,Office,Bachelors,Introvert,Practical,None,Poor,Moderate,Medium,Marketing Manager
Medicine,Beginner,Flexible,PhD,Doer,Intuitive,Medium,Average,None,Low,Software Engineer
Business,None,Team,Bachelors,Extrovert,Logical,None,Fluent,Strong,High,Marketing Manager
Science,Intermediate,Team,High School,Doer,Analytical,Medium,Fluent,Collaborative,Exceptional,Marketing Manager
Technology,Expert,Team,Bachelors,Thinker,Logical,None,Outstanding,Moderate,Low,Graphic Designer
Art,Beginner,Team,High School,Introvert,Creative,Very High,Excellent,Strong,Low,Graphic Designer
Medicine,Beginner,Solo,High School,Extrovert,Intuitive,Very High,Average,Visionary,Very High,Graphic Designer
Science,Expert,Remote,High School,Extrovert,Creative,Low,Outstanding,Visionary,Medium,Software Engineer
Technology,Intermediate,Office,Diploma,Leader,Creative,High,Excellent,Collaborative,High,Data Scientist
Art,Intermediate,Remote,High School,Thinker,Analytical,Medium,Excellent,None,Medium,Doctor
Art,Expert,Flexible,High School,Thinker,Logical,Medium,Poor,Collaborative,Very High,Doctor
Science,Intermediate,Office,Bachelors,Introvert,Creative,High,Fluent,Moderate,Medium,Data Scientist
Art,None,Office,PhD,Introvert,Logical,Very High,Outstanding,Collaborative,Low,Software Engineer
Technology,Expert,Office,Masters,Doer,Intuitive,High,Outstanding,None,High,Marketing Manager
Technology,Expert,Flexible,Masters,Introvert,Creative,Low,Outstanding,Visionary,Very High,Data Scientist
Business,None,Team,Bachelors,Leader,Logical,Low,Excellent,Strong,Very High,Data Scientist
Science,Expert,Flexible,Bachelors,Thinker,Intuitive,Medium,Outstanding,None,Exceptional,Doctor
Technology,Beginner,Team,High School,Introvert,Intuitive,Medium,Average,Visionary,Medium,Doctor
Technology,Beginner,Remote,Bachelors,Leader,Creative,Medium,Outstanding,Collaborative,Very High,Marketing Manager
Technology,Expert,Remote,Bachelors,Thinker,Creative,Medium,Poor,Moderate,Very High,Data Scientist
Science,Beginner,Team,Masters,Thinker,Practical,Very High,Excellent,Strong,Exceptional,Doctor
Business,Beginner,Solo,Bachelors,Doer,Analytical,High,Poor,Moderate,Medium,Marketing Manager
Business,None,Team,Diploma,Extrovert,Creative,High,Outstanding,Collaborative,High,Software Engineer
Technology,None,Solo,PhD,Leader,Practical,Low,Outstanding,None,Very High,Marketing Manager
Science,Intermediate,Office,Bachelors,Doer,Practical,Very High,Outstanding,Moderate,Exceptional,Doctor
Business,Intermediate,Solo,Diploma,Leader,Creative,None,Fluent,Visionary,Medium,Data Scientist
Science,Beginner,Office,Diploma,Extrovert,Logical,None,Excellent,Moderate,Low,Software Engineer
Business,None,Remote,High School,Thinker,Creative,None,Excellent,None,Low,Marketing Manager
Science,Intermediate,Remote,Bachelors,Doer,Creative,Medium,Average,Collaborative,Medium,Data Scientist
Science,None,Remote,Diploma,Doer,Analytical,Very High,Average,Moderate,Exceptional,Graphic Designer
Technology,Advanced,Flexible,Bachelors,Extrovert,Intuitive,None,Outstanding,Visionary,Low,Software Engineer
Science,Expert,Flexible,High School,Thinker,Practical,Low,Excellent,Moderate,Exceptional,Marketing Manager
Technology,Expert,Remote,Bachelors,Thinker,Practical,Low,Poor,Moderate,Medium,Graphic Designer
Science,Intermediate,Team,High School,Introvert,Creative,Very High,Fluent,Strong,Exceptional,Graphic Designer
Technology,Expert,Team,PhD,Extrovert,Intuitive,Low,Excellent,Visionary,High,Software Engineer
Technology,Beginner,Flexible,Bachelors,Leader,Creative,None,Outstanding,Moderate,Exceptional,Graphic Designer
Art,Beginner,Team,PhD,Doer,Analytical,None,Fluent,Collaborative,Low,Data Scientist
Technology,Advanced,Remote,Diploma,Introvert,Creative,Low,Fluent,Collaborative,High,Doctor
Technology,Expert,Office,PhD,Leader,Intuitive,Low,Poor,Moderate,High,Graphic Designer
Medicine,Expert,Solo,PhD,Extrovert,Analytical,Medium,Fluent,Visionary,Low,Marketing Manager
Art,Advanced,Remote,PhD,Leader,Logical,High,Average,None,Very High,Software Engineer
Medicine,Beginner,Solo,Bachelors,Extrovert,Logical,Medium,Fluent,Visionary,Low,Doctor
Medicine,Intermediate,Office,Diploma,Introvert,Logical,Very High,Poor,None,Exceptional,Graphic Designer
Medicine,Expert,Solo,Bachelors,Thinker,Analytical,None,Poor,Visionary,Exceptional,Graphic Designer
Business,None,Flexible,High School,Doer,Logical,Low,Fluent,Collaborative,Medium,Data Scientist
Science,Intermediate,Remote,Masters,Extrovert,Analytical,Medium,Excellent,Visionary,Very High,Graphic Designer
Medicine,Expert,Office,PhD,Thinker,Intuitive,Low,Average,Moderate,Very High,Graphic Designer
Science,Advanced,Team,Diploma,Thinker,Practical,High,Average,Visionary,Exceptional,Data Scientist
Business,Beginner,Solo,High School,Doer,Analytical,None,Average,None,Very High,Graphic Designer
Science,Advanced,Office,PhD,Introvert,Analytical,None,Outstanding,Moderate,Very High,Doctor
Technology,None,Flexible,Bachelors,Doer,Analytical,High,Fluent,Moderate,Very High,Data Scientist
Technology,Expert,Flexible,Diploma,Extrovert,Practical,None,Excellent,Visionary,High,Doctor
Technology,None,Team,PhD,Thinker,Practical,High,Average,None,Very High,Software Engineer
Science,Expert,Flexible,PhD,Doer,Practical,Medium,Outstanding,Moderate,Exceptional,Doctor
Business,Expert,Team,Diploma,Leader,Intuitive,Very High,Fluent,Strong,Exceptional,Software Engineer
Medicine,None,Solo,Diploma,Thinker,Logical,High,Fluent,None,Very High,Graphic Designer
Medicine,Expert,Flexible,PhD,Thinker,Analytical,High,Outstanding,Collaborative,Very High,Graphic Designer
Science,Intermediate,Remote,Masters,Doer,Analytical,Very High,Poor,Visionary,Very High,Data Scientist
Business,Intermediate,Flexible,High School,Introvert,Practical,Low,Average,Strong,Exceptional,Data Scientist
Technology,Beginner,Solo,Diploma,Introvert,Intuitive,Medium,Outstanding,Collaborative,Low,Graphic Designer
Art,Beginner,Office,PhD,Introvert,Analytical,Medium,Average,Visionary,Exceptional,Marketing Manager
Science,Intermediate,Team,Masters,Leader,Intuitive,Medium,Excellent,Strong,Exceptional,Software Engineer
Science,Intermediate,Office,Masters,Thinker,Creative,Very High,Excellent,Moderate,High,Doctor
Art,Expert,Office,High School,Doer,Practical,Medium,Outstanding,Visionary,High,Marketing Manager
Science,Intermediate,Flexible,Diploma,Introvert,Logical,Very High,Outstanding,Moderate,High,Software Engineer
Business,Advanced,Solo,PhD,Thinker,Practical,Medium,Average,Visionary,Medium,Doctor
Science,Advanced,Team,Bachelors,Introvert,Analytical,High,Average,Collaborative,High,Graphic Designer
Technology,Intermediate,Remote,Masters,Doer,Analytical,Medium,Average,Visionary,Medium,Marketing Manager
Science,Beginner,Team,PhD,Introvert,Creative,Low,Average,None,High,Data Scientist
Medicine,Beginner,Office,Diploma,Extrovert,Logical,Medium,Average,Strong,Very High,Graphic Designer
Medicine,None,Remote,PhD,Extrovert,Practical,Medium,Outstanding,None,High,Data Scientist
Technology,Advanced,Solo,Bachelors,Leader,Creative,Very High,Poor,Moderate,Low,Data Scientist
Business,Expert,Remote,Bachelors,Introvert,Practical,Medium,Average,Moderate,High,Doctor
Science,Intermediate,Solo,Diploma,Doer,Creative,Very High,Outstanding,None,Low,Marketing Manager
Business,Intermediate,Remote,High School,Doer,Practical,Very High,Outstanding,None,Low,Software Engineer
Technology,Intermediate,Remote,Masters,Introvert,Intuitive,High,Average,None,High,Marketing Manager
Science,Beginner,Remote,Bachelors,Doer,Creative,High,Fluent,None,Exceptional,Graphic Designer
Business,Intermediate,Office,High School,Doer,Logical,Low,Excellent,Moderate,Exceptional,Data Scientist
Medicine,Intermediate,Remote,Bachelors,Extrovert,Practical,High,Fluent,Collaborative,Medium,Data Scientist
Science,Expert,Office,High School,Extrovert,Practical,Very High,Excellent,Visionary,Exceptional,Data Scientist
